,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
2934,4,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Agree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree
2935,11,Female,Ragdoll,Yes,No,Yes,Normal,Always,Usually,Usually,Agree,Neither agree nor disagree,Never,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree
2936,7,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
2937,5,Male,0,Yes,No,Yes,Normal,Always,Usually,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2938,1,Male,Ragdoll ,No,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2939,13,Male,0,Yes,Yes,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2940,2,Female,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2941,8,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Disagree,Agree,Occasionally,Disagree,Disagree,Agree,Disagree,Disagree,Agree
2942,14,Female,0,Yes,Yes,No,Underweight,Occasionally,Occasionally,Always,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2943,7,Female,Sphynx,No,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2944,1,Female,0,Yes,No,No,Normal,Always,Usually,Always,Disagree,Strongly disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
2945,2,Male,0,Yes,Yes,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
2946,10,Male,0,Yes,No,No,Normal,Always,Usually,Always,Agree,Disagree,Occasionally,Agree,Disagree,Agree,Agree,Agree,Disagree
2947,3,Male,0,Yes,No,No,Overweight,Always,Occasionally,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2948,5,Female,0,Yes,No,No,Normal,Always,Occasionally,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2949,3,Male,0,Yes,No,No,Normal,Always,Always,Usually,Disagree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
2950,11,Female,0,No,Yes,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2951,5,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Strongly disagree,Occasionally,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree
2952,13,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Always,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
2953,14,Female,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2954,4,Female,0,Yes,No,No,Normal,Always,Always,Usually,Agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2955,6,Male,0,Yes,No,No,Normal,Always,Usually,Never,Strongly agree,Strongly agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2956,1,Female,0,Yes,No,No,Underweight,Usually,Usually,Occasionally,Strongly agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2957,8,Male,0,Yes,No,No,Normal,Occasionally,Usually,Usually,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree
2958,14,Female,0,Yes,No,No,Underweight,Occasionally,Usually,Usually,Strongly disagree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Disagree
2959,11,Male,0,Yes,No,No,Overweight,Occasionally,Usually,Always,Disagree,Agree,Never,Disagree,Agree,Agree,Disagree,Agree,Agree
2960,1,Female,European ,Yes,No,Yes,Normal,Always,Always,Never,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2961,7,Male,0,Yes,No,No,Normal,Usually,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2962,12,Male,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,Agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree
2963,3,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree
2964,3,Female,0,Yes,No,No,Overweight,Occasionally,Usually,Always,Strongly agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2965,5,Male,0,No,No,Yes,Overweight,Usually,Usually,Never,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2966,4,Female,0,Yes,Yes,Yes,Normal,Occasionally,Usually,Usually,Strongly disagree,Agree,Never,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree
2967,18,Female,Burmese,Yes,No,No,Normal,Usually,Occasionally,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2968,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2969,4,Male,0,Yes,No,No,Normal,Always,Always,Always,Neither agree nor disagree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2970,20,Male,0,No,Yes,No,Normal,Once,Once,Never,Strongly agree,Strongly agree,Never,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree
2971,2,Male,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2972,9,Male,0,Yes,Yes,No,Normal,Always,Usually,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2973,9,Female,0,Yes,Yes,Yes,Overweight,Occasionally,Occasionally,Always,Disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree
2974,13,Male,0,No,No,No,Normal,Always,Usually,Usually,Strongly disagree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Agree
2975,16,Female,0,Yes,Yes,No,Underweight,Usually,Occasionally,Once,Agree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2976,15,Female,0,Yes,Yes,Yes,Normal,Usually,Occasionally,Usually,Disagree,Strongly agree,Never,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree
2977,2,Male,0,Yes,No,No,Underweight,Always,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree
2978,2,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Strongly disagree,Disagree,Never,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
2979,10,Female,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Once,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
2980,14,Male,Norwegian forest cat,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Strongly disagree,Never,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree
2981,11,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
2982,5,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
2983,5,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree
2984,8,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Occasionally,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
2985,8,Female,0,Yes,No,Yes,Overweight,Once,Occasionally,Never,Strongly agree,Strongly agree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree
2986,5,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Disagree,Disagree,Once,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
2987,16,Male,Burmese,Yes,Yes,No,Underweight,Usually,Occasionally,Always,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2988,3,Female,0,Yes,Yes,Yes,Normal,Occasionally,Occasionally,Always,Strongly disagree,Agree,Occasionally,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree
2989,15,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Always,Strongly agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2990,4,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Disagree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
2991,7,Male,0,Yes,No,No,Overweight,Usually,Usually,Never,Disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2992,5,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2993,2,Male,Ragdoll,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree
2994,15,Female,0,Yes,No,No,Overweight,Always,Usually,Always,Disagree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree
2995,7,Female,0,Yes,Yes,No,Underweight,Usually,Usually,Never,Agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
2996,8,Male,0,No,Yes,No,Overweight,Always,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2997,6,Female,abyssinian,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2998,3,Female,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2999,8,Female,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
3000,15,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Neither agree nor disagree,Agree,Never,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree
3001,15,Female,0,Yes,No,No,Underweight,Usually,Usually,Always,Strongly agree,Strongly agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree
3002,16,Male,0,No,No,No,Normal,Usually,Occasionally,Usually,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Disagree
3003,13,Female,0,Yes,No,Yes,Normal,Always,Always,Never,Neither agree nor disagree,Disagree,Once,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree
3004,5,Female,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
3005,4,Male,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Disagree,Neither agree nor disagree,Occasionally,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree
3006,19,Female,0,Yes,Yes,No,Normal,Usually,Usually,Usually,Agree,Strongly agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
3007,3,Male,0,Yes,No,No,Normal,Usually,Always,Usually,Agree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree
3008,16,Female,0,Yes,Yes,No,Overweight,Occasionally,Occasionally,Never,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
3009,10,Female,0,Yes,No,No,Underweight,Usually,Occasionally,Occasionally,Neither agree nor disagree,Agree,Never,Agree,Agree,Strongly agree,Agree,Agree,Agree
3010,2,Female,Bristish Blue,Yes,No,No,Normal,Always,Usually,Usually,Disagree,Agree,Never,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Disagree
3011,4,Male,0,Yes,No,No,Normal,Always,Occasionally,Usually,Agree,Disagree,Occasionally,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
3012,15,Male,0,Yes,Yes,No,Underweight,Occasionally,Once,Never,Agree,Disagree,Never,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree
3013,19,Male,0,Yes,No,No,Normal,Occasionally,Usually,Usually,Agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Disagree
3014,12,Male,Maine Coon,Yes,No,No,Normal,Usually,Usually,Always,Agree,Disagree,Occasionally,Agree,Disagree,Agree,Agree,Agree,Disagree
3015,10,Male,0,Yes,No,No,Overweight,Occasionally,Usually,Always,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
3016,2,Male,0,Yes,Yes,No,Normal,Always,Usually,Never,Agree,Disagree,Never,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree
3017,4,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Strongly agree,Agree,Never,Strongly agree,Disagree,Agree,Agree,Agree,Agree
3018,1,Female,0,Yes,No,No,Normal,Always,Always,Usually,Neither agree nor disagree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
3019,3,Male,0,Yes,No,No,Underweight,Always,Always,Occasionally,Strongly agree,Disagree,Occasionally,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree
3020,9,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Always,Agree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree
3021,4,Male,Ragdoll,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree
3022,16,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
3023,5,Female,0,No,No,No,Normal,Occasionally,Occasionally,Usually,Agree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree
3024,3,Female,0,Yes,No,Yes,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Disagree,Once,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
3025,7,Male,0,Yes,No,Yes,Overweight,Always,Always,Always,Strongly agree,Strongly agree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
3026,2,Female,0,No,Yes,Yes,Normal,Occasionally,Occasionally,Once,Strongly disagree,Agree,Once,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree
3027,13,Male,0,No,Yes,No,Underweight,Usually,Occasionally,Usually,Disagree,Agree,Occasionally,Disagree,Agree,Agree,Disagree,Agree,Agree
3028,4,Female,Maine coon,Yes,No,No,Overweight,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
3029,7,Male,0,Yes,No,No,Normal,Always,Always,Usually,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree
3030,8,Male,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
3031,3,Female,Siamese ,No,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree
3032,9,Female,0,Yes,No,No,Normal,Always,Usually,Always,Strongly agree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
3033,6,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Strongly disagree,Strongly agree,Once,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree
3034,4,Male,Maine coon,Yes,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
3035,9,Male,0,Yes,No,Yes,Normal,Always,Usually,Usually,Strongly agree,Disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
3036,2,Female,Burmese,Yes,No,No,Normal,Always,Always,Usually,Disagree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree
